date,Q,DHIAv,DHIMax,DNIAv,DNIMax,GHIAv,GHIMax,DPMin,DPAv,DPMax,WSMin,WSAv,WSMax,RainMin,RainAv,RainMax,RHMin,RHAv,RHMax,TMin,TAv,TMax,PMin,PAv,PMax,Weekday,Weekend,Festive,year,day_of_month,day_of_week,month
2018-02-28,12365.0,103.41666670000001,370,145.79166669999998,520,197.08333330000002,738,7.7,11.375,15.0,1.0,2.295833333,4.2,2.5,2.920833333,3.4,17.79,42.12166667,67.48,19.6,27.07083333,36.4,950,952.625,955,1,0,0,2018,28,2,2
2018-03-01,12569.75,60.79166667,405,328.7916667,922,250.29166669999998,864,-0.2,3.4375,10.1,0.6,3.0125,4.9,1.3,1.6333333330000002,2.3,16.88,32.41666667,46.35,16.6,21.65,28.4,953,958.75,963,1,0,0,2018,1,3,3
2018-03-02,12435.65,54.45833333,144,322.1666667,876,255.0,877,1.8,5.816666667000001,10.0,0.7,2.391666667,4.6,1.7,2.316666667,2.8,27.42,41.40125,66.82,13.4,19.85,27.6,960,961.9166667000002,964,1,0,0,2018,2,4,3
2018-03-03,12544.52,72.16666667,262,231.75,857,232.58333330000002,872,10.4,11.9375,14.7,1.1,2.570833333,4.4,2.6,3.025,3.5,28.99,55.58458333,80.45,14.6,22.3625,31.2,957,958.9583332999998,961,0,1,0,2018,3,5,3
2018-03-04,12474.97,72.5,261,230.16666669999998,811,228.58333330000002,860,12.1,13.31666667,14.7,1.3,2.070833333,3.0,2.9,3.191666667,3.4,28.71,53.54916667,75.43,17.5,24.475,32.6,954,955.875,958,0,1,0,2018,4,6,3
2018-03-05,12510.48,88.58333333,361,205.79166669999998,869,220.16666669999998,823,9.2,12.30833333,14.7,1.0,2.441666667,4.7,2.4,2.758333333,3.0,23.95,48.59166667,76.05,18.1,25.225,34.1,953,954.25,956,1,0,0,2018,5,0,3
2018-03-06,12513.75,110.41666670000001,409,56.25,267,142.33333330000002,603,6.3,9.7,13.3,1.0,2.608333333,4.6,2.9,3.245833333,3.5,44.2,53.03875,68.53,14.8,19.76666667,24.8,955,957.8333332999998,962,1,0,0,2018,6,1,3
2018-03-07,12653.75,62.79166667,208,288.4583333,875,254.0,898,1.6,4.05,8.5,1.2,3.35,5.6,2.1,2.479166667,3.0,25.22,44.53958333,66.96,12.4,17.15,23.5,960,962.2916667000002,965,1,0,0,2018,7,2,3
2018-03-08,12543.75,104.75,405,125.41666670000001,623,186.70833330000002,723,4.3,8.066666667,11.7,1.0,2.7833333330000003,4.5,2.4,2.6875,3.2,35.44,57.00291667,76.61,10.4,17.225,24.7,957,959.5833332999998,962,1,0,0,2018,8,3,3
2018-03-09,12216.75,96.41666667,399,152.95833330000002,762,203.45833330000002,781,10.0,11.77083333,13.9,1.0,1.8083333330000002,3.3,2.6,3.008333333,3.3,27.1,56.69916667,85.32,14.4,22.1625,31.2,952,954.0833332999998,957,1,0,0,2018,9,4,3
2018-03-10,12366.75,38.41666667,98,380.5833333,973,278.125,936,5.5,9.116666667,13.4,1.0,2.066666667,3.5,1.9,2.241666667,2.5,15.18,40.53166667,72.76,17.6,25.9,36.0,951,952.5833332999998,954,0,1,0,2018,10,5,3
2018-03-11,12415.83,77.375,398,277.75,888,248.875,832,5.6,7.9625,10.5,1.2,3.583333333,5.6,2.4,2.616666667,3.0,18.3,36.0725,50.37,16.8,25.23333333,33.8,952,955.9166667000002,963,0,1,0,2018,11,6,3
2018-03-12,12297.12,107.33333329999999,433,35.70833333,225,134.0833333,551,-0.4,3.008333333,4.9,1.4,2.816666667,4.9,2.6,2.7833333330000003,3.0,25.76,40.52625,54.03,12.8,17.075,23.7,961,962.875,965,1,0,0,2018,12,0,3
2018-03-13,12505.52,73.625,340,286.8333333,881,257.5833333,914,2.8,4.4625,6.9,0.7,2.325,4.1,2.4,2.65,2.9,27.73,46.11291667,64.1,10.6,16.85833333,24.2,959,961.3333332999998,963,1,0,0,2018,13,1,3
2018-03-14,12746.26,46.41666667,207,5.916666667,126,48.54166667,216,7.7,9.266666667,11.1,2.0,3.5291666669999997,5.1,2.5,2.795833333,3.0,37.23,59.85916667,82.38,12.6,17.79583333,24.2,958,961.2083332999998,964,1,0,0,2018,14,2,3
2018-03-15,12771.75,98.79166667,414,153.41666669999998,719,197.5,801,8.6,10.825,12.2,1.1,1.954166667,3.1,2.1,2.454166667,3.0,26.01,55.25916667,84.8,14.2,21.7375,30.7,953,955.125,958,1,0,0,2018,15,3,3
2018-03-16,12560.75,67.0,259,297.0833333,940,266.75,904,4.4,7.516666667000001,11.9,1.2,2.229166667,3.9,1.8,2.3875,3.2,17.35,37.68416667,65.78,16.3,24.4625,33.8,953,954.5416667000002,956,1,0,0,2018,16,4,3
2018-03-17,12293.84,38.33333333,96,400.6666667,988,294.875,973,-2.4,5.4458333329999995,13.3,0.9,2.6375,5.3,1.6,2.008333333,3.1,9.72,35.85708333,74.07,17.5,25.32083333,33.8,952,954.2083332999998,956,0,1,0,2018,17,5,3
2018-03-18,12467.97,83.79166667,358,270.4583333,818,259.6666667,908,3.0,5.204166667,7.8,0.7,2.7791666669999997,5.0,1.5,1.779166667,2.0,14.19,28.51958333,46.57,17.8,26.25,35.1,951,952.5833332999998,955,0,1,0,2018,18,6,3
2018-03-19,12644.98,40.625,103,407.8333333,1000,302.7916667,996,-3.6,0.24583333300000001,5.5,0.8,3.083333333,5.9,1.0,1.183333333,1.7,9.89,22.93416667,36.18,18.4,24.4375,32.2,950,952.4583332999998,955,1,0,1,2018,19,0,3
2018-03-20,13186.75,50.95833333,158,373.4583333,951,293.5416667,965,-1.0,1.891666667,5.6,0.7,2.254166667,4.2,1.0,1.3375,1.7,16.63,29.54541667,50.92,15.0,21.25416667,29.3,955,957.3333332999998,960,1,0,0,2018,20,1,3
2018-03-21,13806.83,102.45833329999999,400,80.41666667,557,135.54166669999998,554,6.3,9.375,12.4,1.1,3.075,5.1,1.8,1.983333333,2.3,25.85,50.34041667,74.45,13.7,21.2,29.7,957,959.0,961,1,0,0,2018,21,2,3
2018-03-22,13559.95,78.79166667,335,64.04166667,602,104.25,396,12.0,13.41666667,16.2,0.9,2.9,4.5,2.0,2.254166667,2.6,32.15,60.17416667,88.37,14.9,22.68333333,30.9,960,961.4166667000002,963,1,0,0,2018,22,3,3
2018-03-23,12337.28,70.04166667,403,230.33333330000002,950,233.25,973,10.7,13.525,16.1,1.3,2.679166667,4.9,1.8,2.354166667,3.0,21.79,53.9275,89.89,16.8,25.64583333,35.9,955,957.7916667000002,961,1,0,0,2018,23,4,3
2018-03-24,12513.12,94.95833333,404,193.70833330000002,846,233.16666669999998,936,8.5,11.89583333,15.6,1.0,2.45,4.1,2.7,2.9375,3.1,17.58,41.85958333,63.6,20.3,27.7375,37.1,953,954.3333332999998,956,0,1,0,2018,24,5,3
2018-03-25,12562.77,78.95833333,322,240.75,857,252.04166669999998,941,11.8,14.3,15.7,0.9,2.3458333330000003,3.6,2.9,3.229166667,3.8,21.85,45.5775,70.45,21.0,28.57083333,37.2,951,952.9583332999998,955,0,1,0,2018,25,6,3
2018-03-26,13166.55,127.83333329999999,445,139.66666669999998,445,226.0,810,4.5,9.7,14.4,1.6,2.3125,3.5,1.7,2.195833333,2.8,12.46,37.22,61.59,20.0,28.42916667,38.4,951,951.8333332999998,953,1,0,0,2018,26,0,3
2018-03-27,13146.75,122.29166670000001,416,185.33333330000002,580,243.29166669999998,834,4.6,10.00833333,15.3,1.3,2.7875,4.6,2.0,2.508333333,3.5,14.12,39.4325,66.42,19.9,27.4125,36.2,951,952.4166667000002,955,1,0,0,2018,27,1,3
2018-03-28,13132.75,109.04166670000001,451,125.625,780,197.5,768,7.6,13.15,16.9,0.8,2.441666667,3.9,2.6,3.0875,3.6,18.36,49.12875,74.61,20.0,26.60833333,35.4,948,951.125,953,1,0,0,2018,28,2,3
2018-03-29,13063.19,52.20833333,137,349.375,996,305.2083333,1032,-7.1,5.3875,17.0,1.1,2.479166667,3.8,0.7,1.345833333,3.2,8.12,40.84375,80.96,17.5,23.825,31.6,953,956.25,959,1,0,0,2018,29,3,3
2018-03-30,12862.67,59.625,193,334.0,932,297.5,997,2.1,3.366666667,7.7,0.6,3.0333333330000003,5.6,1.0,1.6041666669999999,2.0,15.19,29.10791667,50.35,17.4,23.525,31.7,959,961.25,963,1,0,0,2018,30,4,3
2018-03-31,11465.57,48.16666667,117,391.2083333,965,311.875,1011,4.5,7.516666667000001,10.6,1.6,2.704166667,4.7,1.4,1.6791666669999998,1.9,15.72,39.00666667,63.23,15.4,24.29166667,34.3,957,959.125,961,0,1,0,2018,31,5,3
2018-04-01,12187.0,79.41666667,296,306.9166667,859,287.5,940,6.7,9.254166667,14.1,1.3,2.820833333,5.3,1.6,2.170833333,2.9,16.29,37.42916667,57.86,17.9,26.85416667,36.5,951,953.7916667000002,957,0,1,0,2018,1,6,4
2018-04-02,12276.0,72.33333333,275,296.9166667,884,285.1666667,930,4.1,9.1375,14.2,1.4,2.433333333,2.9,2.2,2.570833333,2.9,11.87,34.34125,57.0,20.6,29.075,38.9,947,949.6666667000002,952,1,0,0,2018,2,0,4
2018-04-03,12869.0,114.08333329999999,424,154.5,727,205.20833330000002,801,-1.2,5.745833332999999,14.1,0.6,3.083333333,6.1,1.7,2.016666667,2.4,9.4,30.32916667,59.57,20.2,27.57083333,36.2,948,951.7083332999998,956,1,0,0,2018,3,1,4
2018-04-04,12842.0,92.375,466,20.20833333,149,108.875,604,6.7,10.71666667,14.6,0.7,2.7208333330000003,4.8,2.5,3.179166667,3.6,37.73,56.83375,78.53,16.6,19.96666667,23.7,956,960.2083332999998,963,1,0,0,2018,4,2,4
2018-04-05,12387.0,81.125,391,250.25,864,262.0,965,12.3,13.47916667,16.3,1.2,2.1583333330000003,3.7,2.8,3.016666667,3.3,30.64,58.345,84.39,15.9,23.29166667,31.8,954,957.0416667000002,960,1,0,0,2018,5,3,4
2018-04-06,12462.0,56.83333333,138,363.1666667,914,309.2083333,1000,8.4,12.68333333,16.6,1.2,1.85,2.9,1.8,2.316666667,2.7,17.07,46.435,86.19,18.4,27.95,38.0,949,951.4166667000002,954,1,0,0,2018,6,4,4
2018-04-07,12674.0,95.66666667,356,249.95833330000002,806,272.7083333,932,1.0,9.041666667000001,11.8,1.3,3.291666667,5.5,1.4,2.1625,2.6,19.41,37.81375,66.77,17.4,25.325,32.4,949,953.0833332999998,956,0,1,0,2018,7,5,4
2018-04-08,12547.0,72.41666667,323,292.0833333,929,284.5833333,1007,5.6,9.291666667000001,12.1,1.4,2.2375,3.3,1.9,2.329166667,2.7,16.57,44.97291667,77.53,15.1,24.44166667,34.9,950,952.7083332999998,956,0,1,0,2018,8,6,4
2018-04-09,13181.0,102.29166670000001,467,241.125,830,275.0833333,844,4.3,10.25416667,18.8,1.3,3.141666667,4.8,1.7,2.4625,3.8,16.5,40.43208333,84.18,19.6,26.7,35.2,950,954.0416667000002,960,1,0,0,2018,9,0,4
2018-04-10,13118.0,64.75,324,3.791666667,33,67.66666667,352,11.9,13.27083333,18.5,1.0,2.8125,3.9,2.6,3.366666667,3.9,52.21,69.6975,86.29,16.4,19.17083333,22.3,961,963.625,966,1,0,0,2018,10,1,4
2018-04-11,12388.0,113.95833329999999,404,21.625,110,125.79166670000001,467,10.8,12.39166667,14.3,0.7,2.4666666669999997,4.6,2.3,2.679166667,3.3,28.29,56.35208333,85.74,14.9,22.82083333,31.4,958,960.7916667000002,963,1,0,0,2018,11,2,4
2018-04-12,12747.0,78.75,302,309.0416667,867,290.1666667,991,8.9,12.20833333,14.6,1.4,2.225,2.9,2.7,2.9708333330000003,3.4,17.38,42.88583333,70.34,19.4,28.075,37.8,950,953.375,957,1,0,0,2018,12,3,4
2018-04-13,12930.0,49.875,123,406.0416667,977,330.6666667,1046,-7.0,1.9916666669999998,13.5,1.1,3.266666667,7.1,0.8,1.4958333330000002,2.7,5.66,22.37958333,54.98,22.0,29.5625,38.8,947,949.375,951,1,0,0,2018,13,4,4
2018-04-14,13023.0,62.83333333,156,387.7083333,939,333.9166667,1057,-15.0,-8.883333333,3.8,0.6,3.875,5.8,0.6,0.6416666670000001,1.1,6.42,14.79166667,30.56,14.9,20.92083333,27.6,951,957.8333332999998,962,0,1,0,2018,14,5,4
2018-04-15,12013.0,54.54166667,136,416.0,979,341.8333333,1075,-9.8,-5.354166667,-0.1,0.7,2.4041666669999997,4.8,0.4,0.595833333,0.8,6.64,19.50791667,33.41,12.7,21.3,30.8,959,961.75,964,0,1,0,2018,15,6,4
2018-04-16,13381.0,55.79166667,137,395.1666667,954,331.5833333,1049,-0.5,2.175,6.6,1.6,2.991666667,5.4,0.8,1.145833333,1.5,10.95,28.55416667,49.75,13.6,23.57916667,34.2,958,959.9583332999998,962,1,0,0,2018,16,0,4
2018-04-17,13590.0,63.79166667,160,364.875,899,321.75,1020,3.6,6.354166667,11.6,1.4,2.683333333,4.0,1.4,1.891666667,2.5,11.47,30.32833333,51.17,17.8,27.68333333,38.8,952,954.8333332999998,958,1,0,0,2018,17,1,4
2018-04-18,13729.0,112.95833329999999,434,235.79166669999998,739,282.3333333,890,2.8,9.508333333,17.0,1.2,3.379166667,6.0,1.9,2.5375,3.5,11.72,36.60041667,72.13,20.2,28.2,38.1,953,955.625,960,1,0,0,2018,18,2,4
2018-04-19,13256.2,33.875,135,2.0,45,34.08333333,137,15.6,17.25,18.3,1.7,3.8625,5.3,3.4,3.729166667,4.1,48.72,69.89416667,86.12,19.3,23.37083333,28.6,959,961.3333332999998,963,1,0,0,2018,19,3,4
2018-04-20,12695.9,91.125,350,40.83333333,391,109.20833329999999,481,11.1,13.95833333,16.2,2.6,4.35,6.2,3.2,3.3875,3.6,26.28,56.78541667,85.37,18.6,24.60416667,33.5,954,957.5,960,1,0,0,2018,20,4,4
2018-04-21,12194.0,116.95833329999999,453,149.41666669999998,840,222.75,970,6.5,11.50416667,15.3,0.8,2.6625,5.1,2.5,2.758333333,3.1,21.64,47.72791667,80.41,18.0,25.11666667,32.3,953,955.0416667000002,958,0,1,0,2018,21,5,4
2018-04-22,12680.0,115.58333329999999,439,139.04166669999998,733,204.58333330000002,762,11.4,12.9,15.6,0.6,2.329166667,3.9,2.9,3.770833333,4.4,31.57,49.29875,69.95,20.8,24.70416667,31.0,957,958.3333332999998,960,0,1,0,2018,22,6,4
2018-04-23,12665.0,58.45833333,223,9.333333332999999,85,61.75,247,15.2,16.51666667,17.6,1.4,2.458333333,3.6,3.8,4.133333333,4.5,43.72,66.28333333,85.51,19.9,23.66666667,29.0,958,958.8333332999998,961,1,0,0,2018,23,0,4
2018-04-24,12269.0,127.04166670000001,440,33.33333333,182,149.33333330000002,587,16.4,17.5875,19.7,1.1,2.8875,4.6,3.6,3.920833333,4.2,39.06,65.39375,86.7,19.4,25.34583333,32.2,956,957.8333332999998,959,1,0,0,2018,24,1,4
2018-04-25,12813.0,118.91666670000001,462,100.04166670000001,610,184.45833330000002,750,16.1,18.07083333,19.8,1.1,2.45,4.0,3.4,3.804166667,4.3,35.14,64.7625,88.37,20.4,26.1875,33.6,956,957.3333332999998,959,1,0,0,2018,25,2,4
2018-04-26,13065.0,84.54166667,482,196.16666669999998,886,237.45833330000002,1014,12.7,15.5125,19.3,1.3,2.1625,3.5,2.7,3.0125,3.7,33.06,63.08291667,89.44,19.4,24.05,30.8,955,957.0833332999998,960,1,0,0,2018,26,3,4
2018-04-27,12482.0,98.125,404,122.45833329999999,751,200.33333330000002,891,13.9,15.25,16.5,1.1,2.6875,4.0,2.9,3.704166667,4.2,45.49,64.77375,86.8,18.7,22.70416667,27.9,955,957.875,960,1,0,0,2018,27,4,4
2018-04-28,12114.0,97.66666667,375,32.45833333,315,114.16666670000001,404,14.1,14.67916667,15.4,1.8,2.9125,3.9,3.5,3.7625,4.2,47.28,69.41958333,85.07,17.7,20.82083333,26.3,956,958.2083332999998,960,0,1,0,2018,28,5,4
2018-04-29,11831.0,84.04166667,323,8.458333332999999,99,88.08333333,343,14.6,15.64583333,17.7,1.4,2.508333333,3.4,3.7,4.075,4.5,43.67,69.03291667,87.69,17.2,22.1,28.3,957,958.0416667000002,959,0,1,0,2018,29,6,4
2018-04-30,11379.0,125.875,442,74.0,417,179.20833330000002,772,10.6,15.4625,19.6,1.4,2.575,4.0,2.4,3.170833333,4.0,22.04,59.17083333,88.76,18.8,26.175,35.6,954,955.75,958,1,0,0,2018,30,0,4
2018-05-01,12243.0,64.83333333,252,361.2083333,961,327.1666667,1019,2.3,11.49166667,19.9,1.4,2.479166667,3.7,1.3,2.1625,3.4,10.89,45.76583333,85.15,19.2,28.47916667,38.2,952,954.0833332999998,956,1,0,1,2018,1,1,5
2018-05-02,13158.0,139.75,469,133.0416667,701,238.91666669999998,966,8.3,14.47916667,19.8,1.7,2.8875,4.9,2.3,3.208333333,4.6,15.84,45.90958333,79.48,21.6,30.07916667,39.1,953,955.125,957,1,0,0,2018,2,2,5
2018-05-03,13116.0,97.45833333,475,87.04166667,558,164.0,787,13.8,17.50416667,19.6,1.2,1.975,2.9,3.7,4.320833333,4.7,27.52,51.86041667,68.84,25.2,29.2375,35.3,954,956.0,957,1,0,0,2018,3,3,5
2018-05-04,13299.0,102.20833329999999,440,22.16666667,135,119.20833329999999,573,15.3,17.94166667,21.4,1.4,2.495833333,3.5,3.8,4.533333333,5.3,37.21,61.28041667,88.61,22.5,26.69166667,32.8,956,957.6666667000002,960,1,0,0,2018,4,4,5
2018-05-05,13095.0,59.5,214,6.708333333,124,61.375,223,15.8,17.35833333,20.3,1.0,2.1541666669999997,3.6,3.9,4.220833333,4.9,43.3,68.61125,88.87,20.3,24.0375,29.6,959,960.8333332999998,963,0,1,0,2018,5,5,5
2018-05-06,11833.0,106.70833329999999,356,253.83333330000002,724,294.3333333,920,14.9,16.65,18.0,0.3,1.9958333330000002,3.9,2.3,3.333333333,4.0,40.04,60.80541667,82.19,20.9,25.39166667,31.2,960,961.75,963,0,1,0,2018,6,6,5
2018-05-07,12997.0,148.08333330000002,503,155.875,547,241.08333330000002,747,10.3,13.275,16.2,0.6,2.016666667,4.1,1.2,1.725,2.2,29.3,53.25958333,77.07,18.7,24.39166667,31.2,960,961.8333332999998,963,1,0,0,2018,7,0,5
2018-05-08,13095.0,51.45833333,121,419.54166669999995,954,348.4166667,1064,6.1,10.30833333,14.6,1.0,2.4375,4.5,1.1,1.4875,2.0,17.97,44.54791667,71.35,17.0,25.29583333,34.1,957,958.875,961,1,0,0,2018,8,1,5
2018-05-09,13180.0,73.29166667,317,286.2083333,909,288.5833333,1031,13.0,14.25833333,16.3,1.1,2.554166667,4.3,1.9,2.416666667,2.8,29.58,54.35166667,84.45,17.5,25.47916667,33.5,955,956.8333332999998,958,1,0,0,2018,9,2,5
2018-05-10,12778.0,99.58333333,337,270.875,812,290.4583333,953,13.7,14.9125,16.5,0.9,2.65,4.5,2.2,2.445833333,2.7,31.31,55.55375,86.56,18.4,25.67916667,33.5,955,956.5416667000002,958,1,0,0,2018,10,3,5
2018-05-11,12817.0,82.75,390,251.45833330000002,923,268.4166667,1041,13.5,15.525,17.8,1.4,2.316666667,3.7,2.0,2.2875,2.5,27.07,54.12375,84.87,18.6,27.05416667,35.5,953,954.7916667000002,957,1,0,0,2018,11,4,5
2018-05-12,12892.0,81.83333333,472,217.0,898,244.20833330000002,1008,13.8,16.025,19.0,1.2,2.2375,3.4,2.0,2.333333333,2.7,25.62,52.0125,83.08,20.1,28.45,36.8,954,954.9583332999998,956,0,1,0,2018,12,5,5
2018-05-13,13001.0,131.75,377,161.58333330000002,656,259.7083333,933,17.0,18.77916667,20.0,1.3,2.8375,4.1,2.7,3.7791666669999997,4.8,33.9,59.80458333,87.25,21.6,28.25,35.5,954,955.2916667000002,956,0,1,0,2018,13,6,5
2018-05-14,12998.0,80.16666667,382,167.875,827,219.75,969,17.9,19.28333333,20.2,0.7,2.454166667,3.7,4.0,4.325,4.7,38.44,61.81291667,80.05,23.6,27.89166667,34.1,954,955.375,957,1,0,0,2018,14,0,5
2018-05-15,12669.0,67.08333333,175,338.2083333,883,322.0833333,1017,17.4,18.6875,20.2,0.9,2.454166667,4.0,3.1,3.429166667,4.1,34.16,58.88291667,88.22,21.9,28.60833333,35.7,954,955.4583332999998,957,1,0,0,2018,15,1,5
2018-05-16,13155.2,72.16666667,258,310.9166667,874,313.9166667,1015,12.6,15.6375,19.3,0.7,2.141666667,4.4,2.3,3.1625,3.9,23.91,48.84875,80.26,22.5,29.1375,36.8,954,955.75,957,1,0,0,2018,16,2,5
2018-05-17,13145.0,52.875,126,407.5833333,919,343.2083333,1037,8.9,12.05,15.3,1.1,2.629166667,4.7,2.2,2.3875,2.6,17.17,38.63916667,65.51,21.7,29.67083333,38.4,952,954.25,956,1,0,0,2018,17,3,5
2018-05-18,13276.0,69.125,229,350.25,864,326.7916667,1007,12.4,13.89583333,16.0,1.9,3.120833333,4.9,2.4,3.433333333,4.1,22.1,41.05958333,60.85,21.8,29.6625,38.5,949,950.9583332999998,953,1,0,0,2018,18,4,5
2018-05-19,13525.0,85.125,254,312.0,816,316.7083333,990,15.9,17.85416667,20.0,1.8,3.0875,4.7,3.7,4.320833333,5.2,30.51,53.31041667,74.23,22.3,29.23333333,37.3,949,950.8333332999998,953,0,1,0,2018,19,5,5
2018-05-20,13415.0,99.41666667,420,25.70833333,167,113.5,511,16.7,19.49166667,21.8,2.2,3.733333333,5.6,3.3,4.108333333,5.2,34.12,64.58416667,86.98,22.1,27.7375,35.2,952,954.1666667000002,957,0,1,0,2018,20,6,5
2018-05-21,13134.0,71.25,266,219.25,833,226.83333330000002,1001,17.6,19.425,21.6,2.0,3.45,4.8,3.5,3.9083333330000003,4.5,40.5,65.52916667,89.22,22.8,27.15833333,32.8,954,955.6666667000002,957,1,0,0,2018,21,0,5
2018-05-22,13068.0,88.04166667,390,160.0,746,205.25,962,17.5,19.14583333,20.0,1.8,3.55,5.4,3.6,4.020833333,4.3,37.82,63.75333333,86.81,22.0,27.35416667,34.0,953,954.7916667000002,956,1,0,0,2018,22,1,5
2018-05-23,12139.0,94.04166667,320,16.25,188,105.875,412,17.0,18.275,19.5,1.6,2.9875,4.5,3.4,3.583333333,3.8,35.78,60.21166667,87.7,21.6,27.61666667,34.6,955,956.375,958,1,0,0,2018,23,2,5
2018-05-24,12412.0,82.25,294,300.75,856,307.875,1008,16.5,17.8625,19.0,1.2,2.520833333,4.2,2.9,3.275,3.5,33.35,57.16833333,87.26,21.2,28.19583333,35.5,957,958.5,960,1,0,0,2018,24,3,5
2018-05-25,13028.0,58.08333333,178,373.3333333,913,333.0,1030,14.3,16.65416667,18.8,0.9,2.129166667,3.9,2.5,2.8375,3.0,27.23,50.37333333,81.52,21.6,29.45833333,36.9,955,956.875,959,1,0,0,2018,25,4,5
2018-05-26,13056.0,52.16666667,121,418.1666667,933,350.5,1049,9.1,13.50416667,17.4,1.0,2.270833333,4.0,1.7,2.15,2.4,16.99,40.94541667,70.19,22.3,30.54166667,38.9,952,954.2083332999998,956,0,1,0,2018,26,5,5
2018-05-27,13195.0,51.0,115,417.0416667,936,348.3333333,1044,6.8,11.84166667,16.2,1.3,2.575,4.5,1.9,2.4,2.9,14.16,35.93958333,61.16,22.7,31.025,39.6,952,953.0,954,0,1,0,2018,27,6,5
2018-05-28,13209.1,57.375,133,399.125,900,343.375,1030,10.5,12.74166667,15.0,1.3,2.541666667,4.1,2.5,2.575,2.6,17.99,36.36791667,57.4,22.9,31.025,39.3,951,952.5416667000002,954,1,0,0,2018,28,0,5
2018-05-29,13470.0,70.08333333,168,360.3333333,863,332.7083333,1011,14.8,16.00833333,19.5,1.0,2.525,4.6,2.5,2.983333333,3.4,23.21,43.285,65.32,22.9,31.07083333,39.9,950,951.0833332999998,953,1,0,0,2018,29,1,5
2018-05-30,13787.9,79.58333333,194,327.1666667,800,323.7083333,989,17.1,18.80416667,19.9,1.4,2.9041666669999997,5.0,2.6,3.1875,3.4,24.97,49.13416667,76.54,24.2,32.2625,41.3,950,951.0416667000002,952,1,0,0,2018,30,2,5
2018-05-31,14454.0,110.33333329999999,417,241.20833330000002,844,288.625,988,12.9,16.2625,19.8,1.6,3.208333333,5.6,2.1,2.483333333,2.8,20.99,44.53166667,75.36,23.9,31.68333333,40.3,951,952.5416667000002,954,1,0,0,2018,31,3,5
2018-06-01,14302.0,135.79166669999998,457,223.375,652,294.375,874,9.2,13.22916667,17.6,1.5,3.191666667,5.6,1.9,2.241666667,2.6,15.32,37.7875,62.15,22.9,31.60416667,40.5,953,954.375,956,1,0,0,2018,1,4,6
2018-06-02,13950.0,74.625,247,339.25,866,330.5416667,1022,11.1,13.99166667,17.7,1.1,2.7791666669999997,5.0,2.1,2.383333333,2.7,18.0,39.37375,66.71,23.1,31.40416667,40.0,954,955.4166667000002,957,0,1,0,2018,2,5,6
2018-06-03,13678.0,122.91666670000001,423,287.2083333,743,311.1666667,920,9.1,12.5625,16.7,0.7,2.958333333,5.2,1.8,2.125,2.6,17.8,35.75291667,57.94,23.8,31.07083333,38.8,956,958.0833332999998,960,0,1,0,2018,3,6,6
2018-06-04,13671.0,115.91666670000001,421,282.75,763,311.25,929,5.9,11.79583333,17.0,1.2,2.8125,5.0,1.6,2.020833333,2.4,13.64,37.15875,67.82,22.2,30.82916667,39.3,955,957.4166667000002,959,1,0,0,2018,4,0,6
2018-06-05,13964.0,57.70833333,132,402.875,913,348.4166667,1041,7.0,11.1875,15.1,1.3,2.4375,4.3,1.8,2.141666667,2.4,12.8,32.86333333,59.39,22.5,32.15416667,41.6,952,954.25,956,1,0,0,2018,5,1,6
2018-06-06,13745.0,61.79166667,142,392.25,899,346.3333333,1038,7.7,11.15833333,17.8,1.0,2.5291666669999997,4.5,1.9,2.3416666669999997,3.2,14.13,30.7,58.85,24.8,32.4,40.4,952,953.375,955,1,0,0,2018,6,2,6
2018-06-07,13766.0,86.0,310,298.7083333,850,310.0416667,1011,14.4,16.84166667,20.1,1.0,3.025,4.6,2.5,3.0,3.7,26.06,47.0825,73.85,23.4,30.76666667,37.8,954,955.6666667000002,958,1,0,0,2018,7,3,6
2018-06-08,13863.0,79.20833333,390,331.0416667,894,324.2083333,1022,14.5,17.7125,20.7,1.6,4.216666667,6.3,2.7,3.320833333,3.9,25.96,52.21291667,83.93,23.6,30.05833333,37.4,956,957.7083332999998,959,1,0,0,2018,8,4,6
2018-06-09,13845.0,92.79166667,336,257.2083333,795,290.5833333,958,16.0,18.15833333,19.9,2.0,3.9666666669999997,5.6,3.4,3.85,4.5,30.17,53.40666667,82.33,22.9,29.75,36.7,955,956.8333332999998,958,0,1,0,2018,9,5,6
2018-06-10,13814.0,90.08333333,338,261.0,871,293.4166667,1006,14.6,17.46666667,19.9,2.1,3.304166667,4.8,3.7,4.158333333,4.8,25.13,49.55166667,78.44,23.7,30.54583333,37.9,952,953.9166667000002,956,0,1,0,2018,10,6,6
2018-06-11,13689.0,125.45833329999999,429,169.75,784,247.79166669999998,934,17.6,18.56666667,20.2,1.2,2.15,3.0,3.9,4.808333333,5.2,32.99,50.41458333,68.79,25.0,30.6375,36.5,952,952.9166667000002,954,1,0,0,2018,11,0,6
2018-06-12,13833.0,104.66666670000001,426,151.66666669999998,735,207.5,822,17.1,18.7375,20.4,1.1,3.2125,5.1,3.2,3.795833333,4.1,32.17,52.80875,78.75,24.2,30.37083333,36.9,953,954.2083332999998,956,1,0,0,2018,12,1,6
2018-06-13,14553.0,99.66666667,332,238.625,876,283.375,986,16.2,18.19583333,20.5,2.0,3.979166667,6.0,3.1,3.808333333,4.7,33.21,56.83166667,83.61,23.4,28.48333333,34.8,955,956.625,958,1,0,0,2018,13,2,6
